그래서 숏컷만해서 욕처먹는거냐고 애미뒤진년아 왜 자꾸 본질을 호도해 좆같은 김치피싸개 창년아	0
이런 페미 꼴통년들이 존나 웃기는게 지들이 시나리오를 쓰고 지들이 정신승리를 한다는점이라는거지 야이 미친 피싸개 개년아 페미가 언플하고 문재앙이 페미질하는거 모르는 좆병신이 어디있냐 빡통가리년아	0
한남충들 다 죽여버려야한다	0
골빈년들 단순노무 걸레로 살다 뒤져라	0
자지의 유무와 지능의 상관관계는 분명한듯	0
피싸면서 뇌수도 같이 질질 흘려버림	0
한녀 보지 반으로 찢어서 생리혈 질질 싸게 만들어주겠다	0
좆팔 냄져들 부랄긁으면서 여남차별 웅앵웅거리는거 ㄹㅇ 창남마인드노ㅋㅋ 한남소추게이들 본인집에서 셀프재기해라 이기야	0
니미 개 좆같은 새끼. 저런 게 국회의원이라고 있으니 나라가 이 모냥이지. 좆같은 새끼	0
스시녀들 대부분 걸레들임 애비에게 처녀 따이는 것도 흔하고	0
틀니딱딱충들 머가리를 반으로 쪼개야 됨	0
보이루때는 아가리 처 닥치고있던 알페스 걸레 민주당 한녀들 이제와서 웅앵웅 ㅉㅉ	0
몸갤 개씨발년들 쳐죽었으면 좋겠다 아님 몸갤 그자체를 폐쇄시키던지 나만 알고싶었던 년이었는데 이거 신고함 미친년들아	0
한남들 개역겹노 씨발...	0
다같이 한녀들 강간하고 죽이면 됨 굿굿	0
전쟁나도 캠프하는거라 노상관ㅋㅋ 한남들 다 재기하고 갓양남	0
한녀 피싸개는 진짜 가스실로 다 보내야한다 ㅋㅋ	0
한남새끼들은 답이 없다 ㅋㅋ 시발 한남들 끼리 서로 물고 뜯고 ㅋㅋ 그냥 한남은 가스실이 답인듯	0
한남새끼들 넷상에서 좀만 웅앵대다가 롤하러 가죠?ㅋㅋㅋ 현실은 페미가 언론장악하고 지들 인권 씹창났죠?ㅋㅋㅋ	0
전라도 새끼들은 지 딸년이 애비충 한남유충 이래도 좋아하는데? 전라도 새끼들은 원한게 그거니까 승리한거	0
뭔 개소리야 정액씹좆대가리 새끼가 ㅋㅋ	0
좆된거는 느그 냄져 미래고요 ㅋㅋㅋ 길거리에서 쳐다보기만 해봐? 확 치한으로 신고해서 인생 종치게 만들어줄테니깐	0
여자는 안산~ 한남은 논산~^^ 웅앵웅 숏좆실좆한냄충 ㅂㄷㅂㄷ잼^^	0
한녀 피싸개년들 생리혈 부륵부륵ㅋㅋㅋ	0
진짜 누가 보지를 존나 빨아재껴서 부들뷰들 경련 일으키게 만들면서 똥오쥼 지리머 개거품물 때까지 사랑스럽게 느끼게 애무해주길 바라는 건가? 애정결핍인가 ㅋㅋㅋ	0
ㄹㅇ 홍어랑 통구이란 단어가 같은 선상에서 놓이는거 부터가 문제인데 홍어 새끼들은 문제가 뭔질 모름 ㅋㅋㅋ	0
통구이 새끼 헐레벌떡 달려와서 발작하노 ㅋㅋ 그래봤자 대한민국에서 제일 미개한게 개쌍도인건 변하지 않아~	0
홍어새끼 발정났노~~우흥 우리 전땅크 선생님 거근 땅크맛을 다시봐야 누가 주인인지 깨닫지	0
히틀러가살아있다면 유대인대신 한남부터비누로만들었다.	0
한남은 코로나보다못한 기생충	0
저딴 거짓말을 무지성으로 믿어주면서 애꿎은 젊은한남 때리는 좆팔육 새끼들을 고려장해야 한다	0
좆같으면 씨발 나가서 독립 하라고 ㅋㅋㅋ 페미새끼들마냥 시발 월세도 안내고 집에 처박혀서 무료숙박하는 주제에 집주인 말을 안듣노 씨발 홍어빨갱이새끼들인가 ㅋㅋㅋ	0
조센징 씹센징들도 좀 멸센좀 시켜주지 ㅠㅠㅠ 아깝다 인류의 해악 바퀴벌레 씹센징들은 박멸이 답 ㄹㅇ	0
딸배 새끼들은 하나같이 저러냐ㅋㅋ 대가리에 가오만 가득 차서 피해의식 좆되는 버러지 ㅎㅌㅊ 인생들ㅋㅋ	0
애미뒤진새끼가 지 애미 무덤관리나 잘하지 남한테 효도 이지랄 ㅋㅋㅋ	0
피해망상으로 1~6세 아이 죽이고 지 아버지사진 불태워가면서 페미하는 한녀 정신병 ㅋㅋㅋ	0
한남새끼들 자 드가자 이러더니 화력 지네들 소추마냥 6.9도 안되노 ㅋㅋㅋ	0
팩트)피싸개가 오래전부터 해오던 짓을 한남도 똑같이 해준것 뿐ㅋ	0
한국인의 유전자가 여자로 나타나는 결과물인 한녀 피싸개들은 한국인이라는 민족의 유전자 속에 잠복해있는 얼굴	0
피싸개 불고기보지 한녀는 걸러라 인생 망한다	0
한녀 손도 못잡아봤을 새끼가 이러는게 피싸개들보다 병신같노 ㅋㅋ	0
일베가 옳았따. 한녀는 삼일한이 정답이지	0
성괴수술젖밥그릇년을 빨고있네 개병신호구새끼 이런새끼들은 좀 안뒤지나	0
조센징 피싸게들 눈깔에 흑채뿌려놓은거마냥 거멓게 붙이고 칠한거 보다가 이거보니 정화되네	0
근데 솔직히 처녀도 아닌 피싸개들이랑 결혼 할 필요가 있을까?? 혼전섹스 걸레 비처녀 다 죽어	0
보지에 나사 박아버려야 함	0
공부도 필요 없고 걍 언어학 유튜브 찍먹만 해봐도 단어 하나 하나가 역사를 담고 있는걸 알텐데 병신같은 조센징들은 배운 새끼들이 이 모양이니 한심 ㅉㅉ	0
존나 개빡치네 씨발 면상도 빠은 돼지같은년 어디가 ㅇㅎ? 눈갱도 정도것해야지 개같은년아 아 아침부터 기분 존나 더럽네	0
병신새끼 지잡대 갓나보네 글쓰는 꼬라지 봐라	0
한남들 맨날 피싸개 라구 욕하면서 한녀없으면 못사는 족속	0
좆의숙주 한남유충들은 이런거 좋아함?	0
쟤넨 머리에 총부리 들이밀고 북한한남에 강간당해봐야함	0
한남충들 불리하니까 도배질봐 금메달리스트도 페미한다고 까는 느그 한남수준이 그래	0
한남과의 결혼은 부패한 음쓰를 집어먹는 것이다	0
아동센터 가는 애들 걍 ㅈ그지 빡대가리 부모밑에서 태어난애들임 ㅋ 애미애비 둘중하나없거나 둘다없는애들가는곳	0
남페미 = 여자따먹을려고 보지에 환장한 기성세대 + 젊은 물소보빨러	0
한남중 최고?젠더감수성 가진 사람도 성추행 저지를 정도면 일반 냄져들은 얼마나 썩었다는거임ㅠ 환멸나 그남들 빨리 죽어	0
차별받은 사람이 차별이라고 말하면 이해라도 가는데 2030피싸개 창년들이 유난떨잖아 ㅋㅋ	0
피싸개는 피좀 그만 싸면 안됨?	0
와 진짜 애미가 강간당해서 나온 페미새끼들은 마인드부터 다르구나 ㅋㅋ	0
좆까 보댕이들은 정액싸면 받아서 수정이나시켜라	0
고생은 애미세대가 했는데 왜 지들이 피해입은거마냥 피분수 싸면서 보랄발광하는지 모르겟는 부분	0
요즘 씹창년들은 그냥 최대한 편하게 살려고 페미 한답시고 지랄옘병옆차기하다 피질질흘리면서 다니는거고	0
니네 애미애비나 밀어 개병신좆짱깨같은 걸레년들이	0
헬조선 피싸개는 거르는게 답	0
진짜 디시 앰생 방구석사령부 새끼들 무슨 직업 이야기만 나오면 열등감 다 폭발해서 댓글에 꿀빤다고 지랄지랄 ㅋㅋㅋ	0
좆병신같은걸 방역수칙이라고 수장이 말하니깐 조센징은 여기에 허영심이있는지 안지키면 뒤지는줄암 ㅋㅋㅋ	0
일뽕은 애미애비 횟칼로 모가지쑤셔 죽여야함... 일뽕이 착해지는건 뒤지는것뿐	0
지애미 생일도 모를거같은놈이 잡고 발작이노ㅋㅋ	0
애미터진 맘충년들 때문에 자영업자들은 두배로 힘드노	0
보지에 오만원짜리 살짝 꼽아주고 싶네	0
니애미 발정낫길래 내가 풀어주긴했음 ㅇㅇ	0
진짜 못배워처먹은 새끼라 그런가 변명하는 글도 개좃병신같이쓰네 씨발 ㅋㅋ	0
트위터보면 좆돼지년들이 알몸으로 저춤추던데 개좆같음	0
늙은 뚱땡이년들 악에받힌 댓글들 좀 봐	0
딱봐도 맘마통 흔들고 교태부리면서 살거같은 암컷들이 공부한답시고 책 잡고있는거 보면 기특하네 ㅋㅋ	0
지랄을하노 창녀가 ㅋㅋㅋ	0
한녀가슴에 비율 병신에 흑겨드랑이 앰창 씨발련	0
그냥 한녀잖아 이건	0
보지들은 왜 보지들 욕을 못하는걸까?	0
에라이 씨발 피싸개 씨발년들아 니들끼리 동일업무 동일임금 받으면서 행복하게 살라고 ㅋㅋㅋ	0
피싸개들 누가누가 피 더 잘싸나 기싸움 펼치는데 누가가고싶겠노ㅋㅋㅋ	0
한녀평균 지능 = ㅈ소 꼴통 지능	0
한남충들 지들끼리 군캉스 휴가 즐기고 오지만 여자는 그런 게 없으니까 그런 거긔	0
회사에 보지년 하나있는데 ㄹㅇ 종특인지 폐급이더라	0
아직도 관상 안믿는 저능아 돌대가리 씹병신 과학이슬람 새끼 없지?	0
아깝게 서울땅 차지해서 숨쉬지 말고 마라도 같은데로 몰아거 거기서 즈그들끼리 쥬지 I지 빨면서 좆⊙墟球횝 살다가 디지믄 되겄네 ㅋㅋㅋ 말세다 씨발	0
한남들 찌질해	0
한남들 숏추 땅콩 쭈물떡거리면서 시작화면이 FBI 경고 나오는 영상 봐야해~~~	0
한녀 보지에 싸면 저런 동물이 나온다	0
씹조선은 치이던가 치던가 둘 중 하나임 강남인데 조센징 애미 뒤진새끼들 짱꼴라 욕 할 게 못 된다니까 횡단보도 밀고 들어오는 애미 뒤진 씨발새끼들 진짜	0
한국여자들의 모든 보지를 확 찢어버려 죽여야한다	0
팩트) 피싸개들은 피를 쌀때 뇌세포도 같이 싼다	0
터키는 6.25 참전국인 건 알겠는데 6.25 상태까지 호흡기 붙여준 미국한테는 왜 지랄하냐고 시발련들아 ㅋㅋㅋ	0
아는 병신과 뭣도 모르는 병신은 급이 다름 ㅋㅋㅋ	1
서울대 재학시절에 민간인3명을 프락치로 몰아서 납치하고 고문한 싸이코페스	1
아 페미년 임명해도 아가리 반페미질만 하면 페미랑께 ㅋㅋ	0
억까 병신 ㅋㅋ	1
지랄났다 간첩년들!	0
진짜 빨갱이년이냐?	0
예나지금이나 싸튀충 한남은 여전하네ㅉㅉ	0
남장시키면 남자랑 구분도 못할거같이 생긴게 최고의 미녀ㅋㅋ	0
삼일한이 좆으로 보이냐?	0
한녀가 한녀했노 ㅋㅋㅋ	0
조센징 김치보지년들 기생충성향은 진짜 DNA 였노ㅋㅋㅋ	0
더치페이 안해서 욕먹는거냐..? 한남은 진짜 어마어마하다 ㅅ발	0
조센징들 지들이 원한 결과인 걸 지들만 모름ㅋㅋ	0
진짜 이해가 안가네.. 계곡도 그렇고 해수욕장도 그렇고 그냥 저 지랄 단속 좀 지랄 안해도 좀 해라 씨발련들아	0
김치년들 꼴 좋노 ㅋ	0
한남충 특 ㅡ 지 애새끼 깠으면서 책임도 안 짐	0
한남충 특 ㅡ 부성애란 게 없음	0
ㄴ어저미새끼 하여튼 반박논리수준ㅋㅋㅋ그러니까 꼴통미개촌놈이지	0
이런 개병신같은것도 못잡으니까 이재명 뽑는다고 발광하잖아	0
경상도인은 중국인과 수준이 같다 행동을 보면 누가 경상도인이고 누가 중국인인지 구별할수없기 때문이다	0
저거 해결 안하는 박형준도 병신 같고 저 지랄로 수십년 째 살아오는 개쌍도 병신새끼들도 수준 알만하다 진짜로 ㅋㅋ	0
저딴걸 쉴드 치는 개쌍도 마인드 수준 ㅋㅋ	0
걸어다니는 섹스네 창녀같은 년 하 씨발	0
깡시골새끼들이 다 그렇지 뭐 ㅋㅋㅋ 지들끼리만 뭐 홍어네 과메기네 갈라치지 그냥 미개한 좆병신지방새끼들임	0
울산 전라도 홍어 많음	0
이게진짜 미모지. 뽀샵	0
저새끼 쉴드치면서 오재일 가져오는건 씨발 진짜 좀 쳐맞아야지 저 병신이 1루수비조차 제대로 못하니까 지타 세우고 1루수 뽑아온건데	0
강백호가 잘못없데 시발 미친년들 내가 전경기 다 챙겨봤을때 중요한 타이밍때 날려먹은 찬스 ㅈ.ㄴ많았다 - ㅋㅡㅋ	0
그것이 개조센이니까...	0
애미애비가 586인 2030 ㄹㅇ 답없다 ㅋㅋㅋ	0
전형적인 경상도네 지들 까이면 홍어찾고 딴말하고 불타기하고 ㅋㅋ	0
여성 호르몬이 많이 나오는 넘 같다. 보통 여자들이 책임회피 할려고 저런 식으로 말을 계속 바꾸는 경우가 많거든.	1
팩트)한녀작가가 써준 대본이다	0
페미 반일 빨갱이 공통점이 맨날 지낸 약자고 피해자 코스프레함	0
딱 하나 맞는건 어지간한 병신들 아니고서야 저지랄하면서 간첩질하겠냐ㅋㅋㅋ 개병신들	0
요즘 애새끼들 안처맞고자라니 개념이 좆도없어	0
와 진짜 개 좆패버리고 싶게 생겻네 ㅋㅋㅋ 진짜 개좆같다 씨발 ㅋㅋㅋ	0
요즘 은 남자들은 남성성이 거세되서 보지랑 생각하는게 똑같음	0
컨셉이어도 좆같네 저건	0
이상 애미터진 스윗한남의 개억지였습니다	0
선동되는 여초년들이나 윗댓들마냥 눈귀막고 아! 그냥 한녀들이라고! 이ㅈㄹ하는놈들이 진짜 문제임	0
정보) 보지는 정신병이다.	0
한녀 거르고 양세형 병신같은건 맞지 ㅋㅋ	0
양세형은 원래 병신같은 이미지라 뒤져도쌈 ㅋㅋ	0
진심으로 재네는 그냥 생각이란걸 안하고 감정적으로만 행동하는듯 개병신무쓸모 좆돼지년들 에휴 사회에서 이룬거라곤 배민vip밖에없는 식충이년들	0
열등감에 미친년들은 한녀 페미들이지 남자들이 자신보다 우월하니깐 어떻게던 위에 서볼려고 ㅋㅋ	0
진짜 존나더럽고 천박해보인다 병신지방충새끼들 몸이나좋으면몰라	0
인생 패배자 한남들은 위대한 연경킴이나 빨아야지 ㅋㅋㅋ	0
애미애비가 돈 축내는 체육협회 관계자들인가 부럽다	0
문재앙 씹새끼 대통령되니까 올림픽 성적도 나라꼬라지 마냥 운지하노...	0
진짜 저년들은 피쌀때마다 뇌도 같이 싸나보다	0
응 2030 개돼지들아 니들이 민좆당 180석 문재앙 뽑았어 ㅋㅋㅋ	0
저 씨발련들 때문에 요즘 예능들 다 좆노잼 됨	0
틀딱이랑 조선족은 배달 못하게 좀 하자 ㅅㅂ 20분거리에서 커피시켰는데 픽업하고 40분이 넘게걸려 ㅅㅂ	0
파판은 페미년들하고 운영때문에 망했지 ㅋ	0
겜은 시발 대체제가 없을만큼 명작인데 씹트짹년들 ㄹㅇ	0
개씹병신년들	0
해외에서 존나 잘나가는 게임 들고와서 그대로 씹창내버리는 운영진도 대단하다 진짜 ㅋㅋ	0
의사면 전문의 따는순간 페닥으로만 1억 그냥 념기는데 저딴 병신같은 글을 쓴다고??? 개구라치는 허언증새끼지 뭔 ㅋㅋ	0
노가다하는 앰생새끼들 존나많노 ㅋ	0
뭔 시발 ㅋㅋㅋ 평소 시즌 때 관중 응원하는 소리 거슬려서 어떻게 경기 했냐 그럼	0
애미창년 좆선족 바퀴벌레	0
씹선족 혐오는 뭐 처음부터 있었는줄 아나 ㅋㅋㅋ 하는 꼬라지를 보다보니 좆같은 새끼들이라는걸 깨닫게 됐으니까 역겨워하게 된 거지	0
씨발 대충 이정도만 해도 중간은 갈텐데 저새끼들은 뭐가 문제길래 일을 저따구로 하냐ㅋㅋㅋ	0
ㅈ같네 진짜 꼰대 회사 씨발꺼 생활비 계좌 농협꺼 쓰고 있었는데 바꿔야겠다 캬아아악	0
애미 시발 일본	0
한남=여성호르몬 뿜뿜 게이	0
한녀 피싸개 = 성공한 남자 잡아서 평생 집구석에서 놀고먹을 생각만 하는 기생충	0
야갤새끼들 너덜너덜 ㅂㅈ와 사귀는게 꿈이구나 ㅋㅋㅋ불쌍한 새끼들 ㅋㅋㅋ하다하다 북녀를 빠네 ㅋㅋㅋ	0
저게 맞지 남한김치년들은 배가불렀어	0
스시녀들도 한국오면 보빨러들 때문에 어느정도 김치년화됨 ㅋㅋㅋ 그냥 한남 병신 흑우 새끼들이 제일 문제인거임 ㅋㅋㅋ	0
페미로 공산주의가 노린게 바로 저건데ㅋ 현실은 부칸에서 여성은 가축이하임ㅇㅇㅋ	0
남탓좀그만해라 ㅂㅅ들아	0
니미씨발 이래서 호신용칼 들고 다녀야겠노 ㅡㅡ 개죽음 당하면 안돼니까 ㅡㅡ	0
초봉 4500이 좆으로 보이냐 애미창년인	0
창녀가 자랑이노 시발ㅋㅋㅋ	0
토토충 아재나 보는 보지배구 ㅋㅋ	0
창녀라고 대놓고 말하네 병신년 ㅋㅋㅋ	0
지잡한남들 그렇게 야구야구 거리더니 ㅇㅇ	0
김연경 질질짜는거보니까 속이 다 후련하네 ㅋㅋㅋ 한녀는 풀어주면안됨 주제모르고 날뛰게되서	0
저래도 밸런스좆병신똥겜 현질없이는못하느ㄴ겜만듬 이러니 짱께 원신같은게임에 처발리고 스팀한테 개거칠게 처맞고다니지	0
네 다음 애미뒤진 조선족들	0
CIA만능설같은 80년대 틀딱이나 믿는 가짜뉴스도 그냥 무지성으로 믿는 반지성주의가 팽배한 인터넷 쓰레기장 디씨ㅋㅋㅋ	0
한녀를 누가 사냐고 ㅋㅋ 도태한녀피싸개년들아 주제파악좀해라	0
그래서 난 민주당 찍는다 ㅋㅋ 한남 병신 새끼들 언제까지 입닥치고 있나 궁금행	0
그냥 한녀 피싸개련들은 싹다 가스실에 넣고 돌리는게 답임	0
남혐민국 보지민국 창녀민국	0
도둑년 많은 한국창녀 목욕탕에나 cctv설치해라	0
니애미는 죽었다	0
한남새끼들 누군 오줌싸는거 보고싶은줄 아나 니들꺼 안궁금해 ~	0
한남들 속좁은거 ㄹㅈㄷ네 왜 그러고 사니??	0
세금 준나아깝네 시발거 메달도 2개밖에 못땃으면서 현기차가 지원해준 양궁이 4개땃는데 국민세금으로 두개밖에못따냐 시벌거	0
배구충 올려치기는 개역겹네ㅋㅋㅋ	0
김연경은 왜즙짜냐? 팀이 븅신인걸	1
닌 애미 뒤져도 그지랄 해라 말이 안통하네	0
이런 새끼나 여자 축구 선수 연봉 다 합쳐도 메시보다 작다고 씨부리는 꼴페미나 다른 게 뭐임?	0
페미나 한녀들 여자가 주 직업군이 왜 이공계보다 임금 적냐면서 동일임금 주장하는거 같노 야구가 유일흑자여서 오히려 세금 낼텐데	0
애미뒤진 새끼가 즈그 애미 뒤병鳴 남한테도 좆같은 소리하노 ㅋㅋㅋ	0
ㅋㅋㅋ시발련 말투보게	0
ㅉ거기 인구가 몇 명인지 공부 좀 해라.	1
미ㅊ.. 그만해 이미 진작 돌파에 맞아봤자 의미없다 몸만 망가지지 싸이코 딥스테이트 진짜	1
본인부터 맞아야 할 것 같은데ㅋㅋㅋ	1
깨문이들 능지수준은 처참하다	0
생긴것도 원숭이네 ㅋㅋㅋ	0
억지로 이름 붙이는거 보소 ㅉㅉ	1
저 위에 정신병자 있어요.	1
바로 자살 ㄱㄱ	0
믿는 개 돼지가 있냐? ㅋㅋㅋ	1
ㄴ왜구야 일본어로 짖어라	0
남초 끄적거리는게 왜? 거기 일베 집단이잖아 정상인 집단은 아닌거 맞잖아 ㅋㅋ 님 남초함?	0
느금마 암 걸렸냐~~	0
중립충들 뭐야 ㅋㅋㅋ 한 쪽이 더 힘든 게 팩트인데 뭘 너도나도 힘드니까 그만하재 진잦 징그럽다	1
나도 나대는 남자새끼들은 존나싫더라;	0
ㅋㅋㅋ 푸H ㅋㅋㅋ아휴 하여튼 페미 짝사랑해서 결제하는 한남들	0
진짜 대한민국 일부국민수준 역겹다~	0
ㅋㅋㅋ포인트 구분못하ㅋ	1
남꾸기 어디고 지역구말이야 똘게넘들	0
아으 시발 억겨워	1
또 또 메퇘지들 잘나가는 아이 하나 담그려 한다. 전에 베스킨 라빈스도 똑같은걸로 쿵쾅데서 광고 내리더만 진짜 정신병자들 집합소라니까.	0
ㅈㄴ 웃기네 베트남에서 논란됐다니까 뜬끔없이 한녀머리채 잡는 한남.....^^	0
ㄴ 짱게야 집에가서 놀아라	0
매퇘지는 악의축..맞지^^ 열등감..쩔구요	0
ㅋ 혹시 페미면 모든게 다 불편하니까 이해하고요 ^^ 네 ㅋㅋ	0
4살짜리 애기한테도 질투심 느끼고 폭주하는 페미 한녀들 ㄷㄷㄷ 실리콘 쪼가리인 리얼돌 한테도 질투심 느끼더니 ㄷㄷㄷ	0
공부도 잘하고 엄청 올곧아서 더 열폭하는 듯 개찌질보스핸냄	0
논리가 딱 한남이네요 ㅋㅋㅋ	0
오늘도 남혐풀충전하고 갑니다~	0
한남들 또 비린내 풍기면서 몰려왔네	0
응 니 엄마한테 가서 말해	0
ㅋㅋ수준 존나 떨어져	1
댓글 상태가 왜 이러나 했더니 그남들이 쿵쾅대고 갔네ㅋㅋ	0
할 일 없는 백수 한남씨는 오늘도 쒸익거리며 댓글을 답니다깔깔한국남자들은돈안드는댓글달기만 열심히하지요	0
ㅋㅋ 그래놓고 남자들 이중성 오지죠?	1
도태된 숫퇘지 일베충들 좌표찍었네 ㅋㅋㅋ군대나 가라 돼지색기들아	0
국어 안배운 잼민이구나	1
ㅋㅋㅋ 논리가 없으니 인신공격이나 해대고 말야 쯧쯧	1
그러게....멍청한새키네	1
으 멍청한게 보인다 ㄹㅇ ㅋㅋㅋ	1
지능 낮아서 추천많이 박히면 논리가 맞는거라고 생각한다니깐?	1
ㅋㅋㅋ 너도지능이 ㅋㅋㅋ	1
국어영역 9등급짜리 좆폐급새낀가 ㅋㅋ	0
등급따리 하는애들중에서 대학좋은애들 못봄 ㅋㅋㅋㅂㅅ	1
ㅋㅋㅋ 힘내라 병신아 ㅋㅋㅋ	1
ㅋㅋㅋ ㄹㅇ 와 말돌리는거 추하다	1
으ㅋㅋㅋ 추한거봐 ㅋㅋㅋ	1
ㅋㅋㅋ 이게 말돌리는거지 병신새끼 ㅋㅋㅋ	1
자살이나 해라 병신 ㅋㅋㅋ	0
미친새끼들 이딴걸 추천 존나찍어놓고 억울하니 지랄염병을	0
밭갈이 된거는 니 대가리 속 뉴런이구요ㅋㅋㅋ	0
내가준 링크나 쳐보고 빤스런이나 해라 병신아 ㅋㅋ	0
그니까 이상과 현실은 다르니 무식하게 달라들지 말라고 ㅂㅅ아	1
걍 지능문제야 너는	1
그러니까 주접떨지말고 그냥 스윗남페미 짓이나 계속해 그냥 ㅋㅋ	0
지 말 안들으면 싸잡아 ㅂㅅ 취급 하는게 딱 페미 레즈들하고 똑같냐	0
그래 할말없으면 정신승리라도해야지 ㅋㅋㅋ 수고해라	1
수준 진짜 시발 이런 새키들이 무지성 돌격하니까 역풍 쳐맞고도 정신 못차리지	0
너같은 병신 남페미새끼들 보면 반으로 접어버리고 싶음 ㅇㅇ	0
너 같이 앞뒤 분간 못하고 설사 지르는 무분별한 병신 혐오종자 새끼는 더 극혐함 ㅋㅋㅋ	0
그냥 한강다리 가지 말고 니 집 옥상에서 뛰어내려라 ㅋㅋㅋ	1
좆병신 한남새끼들이 언제 이겨본 적은 있음? ㅋㅋㅋ	0
아니 수준이 벌레만도 못해	1
방구석에서 손가락 놀리는게 최대업적인 사람들이 또지랄이네	1
창조논란 뿐만 아니라 사칭해가며 사람 하나 죽이려고 하는 새끼들은 오조오억배로 고통스럽게 죽으세요~	1
한심하게 왜 사냐	1
고소해야함 앞으로 더 심해질거 뻔하다 진짜 할일없는 방구석 좆찐따들	0
남초카페에서 숏컷이라고 욕하더라 진짜 대가리 빻았나 왜지랄들이야	0
스포)))이제 한남들 아가리만 털줄 알고 행동력 없다고 깔 예정 그냥 어떻게 해서든 남자들 깔 예정임	0
원조주작러 도태남들이 또 남말을 하는구나~ 얼쑤	0
도태페미 주작 비린내난다 걍 중국에나 가라	0
ㅂㄷㅂㄷ거리는 페미들 ㅋㅋㅋ	1
며칠 전부터 꾸준히 페미 입장 대변하면서 부들부들 키보드 치는중 ㅋㅋ루	1
지능도 도덕수준도 딱 그 수준	1
남자들은 허세만 부리고 여자들은 행동한다 ㅉㅉㅉ	1
진짜 싸이코 ㄴ 이네 ㅋㅋㅋ	0
지능이 낮은 정신병자 탈모한남충 문재앙 후빨페미년들 수준ㅋ	0
페미들 화들짝 놀래서 좌표찍고 뛰어왔누?ㅋㅋㅋ	0
진짜 정신병이다 ;;;	1
한녀들 능지수준보소 ㅋㅋㅋ	0
한남들 주작없인 암것도 못하나봄	0
ㄴ 응 ~ ㅇㄴㅇ ~ 뭘로 벌받아? 한국남자 기분 상하게 했죄로? ㅋㅋ	0
ㅠ한국남자들 정신병 얼른 고쳐라	0
하지만 오프라인에서 누구보다 찌질한 펨코한남들은 전화를 그 누구도 안함 ... 대체 왜 살지 얘네	0
ㅋㅋㅋ남자 행동력이 뭐 그렇지 뭐~~~~~~~~	1
남초 쉴드기사 잘 봤구요	1
남초랑 유튜브에서 특^^히 유난인듯~	1
하여간 좆병신새끼들 집합이여ㅋㅋㅋ	0
ㅄ정병 집합소ㅉㅉ	0
도태한남새끼들	0
저런 부모 없는 병신은 너 혼자 봐	0
ㅋㅋㅋ 존나 한남들 억지 땡깡 토악질	0
씨발 니 면상보다 역겨운 면상이 세상에 있겠냐 20대 정신병 한남새끼	0
